@relation relation name
@attribute FIPS_COUNTY integer
@attribute FIPS_STATE integer
@attribute USUAL_FOOD_SPEND integer
@attribute TOTAL_FOOD_SPEND_LAST_WEEK integer
@attribute FOOD_WOULD_SPEND_MORE integer
@attribute FOOD_SPEND_INCREASE_WEEK integer
@attribute RECEIVED_SNAP integer
@data
73,6,80,80,1,50,2
73,6,-1,-1,-1,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,50,100,3,-1,-1
73,6,150,190,3,-1,-1
73,6,110,110,3,-1,-1
73,6,110,110,3,-1,-1
73,6,330,310,3,-1,-1
73,6,330,310,3,-1,-1
73,6,330,310,3,-1,-1
73,6,330,310,3,-1,-1
73,6,190,180,3,-1,-1
73,6,190,180,3,-1,-1
73,6,190,180,3,-1,-1
73,6,190,180,3,-1,-1
73,6,-1,-1,-1,-1,2
73,6,-1,-1,-1,-1,2
73,6,-1,290,-1,-1,2
73,6,-1,290,-1,-1,2
73,6,300,360,2,-1,-1
73,6,300,360,2,-1,-1
73,6,450,490,3,-1,-1
73,6,450,490,3,-1,-1
73,6,450,490,3,-1,-1
73,6,450,490,3,-1,-1
73,6,120,190,2,-1,-1
73,6,120,190,2,-1,-1
73,6,120,190,2,-1,-1
73,6,120,190,2,-1,-1
73,6,100,150,2,-1,-1
73,6,100,150,2,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,80,80,3,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,120,130,3,-1,-1
73,6,120,130,3,-1,-1
73,6,120,130,3,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,100,220,3,-1,-1
73,6,100,220,3,-1,-1
73,6,250,210,1,50,2
73,6,-1,30,-1,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,230,50,3,-1,-1
73,6,230,50,3,-1,-1
73,6,-1,-1,-1,-1,2
73,6,30,30,3,-1,2
73,6,40,40,3,-1,2
73,6,-1,-1,-1,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,-1,0,-1,-1,2
73,6,250,180,3,-1,2
73,6,250,180,3,-1,2
73,6,250,180,3,-1,2
73,6,150,340,3,-1,2
73,6,150,340,3,-1,2
73,6,150,340,3,-1,2
73,6,150,340,3,-1,2
73,6,150,340,3,-1,2
73,6,150,340,3,-1,2
73,6,150,340,3,-1,2
73,6,500,650,2,-1,-1
73,6,500,650,2,-1,-1
73,6,500,650,2,-1,-1
73,6,500,650,2,-1,-1
73,6,500,650,2,-1,-1
73,6,500,650,2,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,250,280,3,-1,-1
73,6,250,280,3,-1,-1
73,6,20,150,3,-1,-1
73,6,20,150,3,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,-1,-1,-1,-1,-1
73,6,60,60,3,-1,-1
73,6,80,100,3,-1,-1
73,6,80,100,3,-1,-1
73,6,80,100,3,-1,-1
73,6,80,100,3,-1,-1
73,6,60,60,3,-1,2
73,6,60,60,3,-1,2
73,6,200,530,3,-1,2
73,6,200,530,3,-1,2
73,6,200,530,3,-1,2
73,6,50,70,3,-1,2
73,6,50,70,3,-1,2
73,6,90,130,2,-1,-1
73,6,280,260,2,-1,2
73,6,280,260,2,-1,2
73,6,280,260,2,-1,2
73,6,280,260,2,-1,2
73,6,-1,0,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,50,50,1,30,2
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,10,100,3,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,100,90,3,-1,2
75,6,100,90,3,-1,2
75,6,100,90,3,-1,2
75,6,100,90,3,-1,2
75,6,100,90,3,-1,2
75,6,100,90,3,-1,2
75,6,100,90,3,-1,2
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,150,400,2,-1,-1
75,6,150,400,2,-1,-1
75,6,-1,0,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,400,650,2,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
75,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,150,380,2,-1,-1
77,6,150,380,2,-1,-1
77,6,150,380,2,-1,-1
77,6,150,380,2,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,210,210,3,-1,2
77,6,210,210,3,-1,2
77,6,210,210,3,-1,2
77,6,210,210,3,-1,2
77,6,210,210,3,-1,2
77,6,210,210,3,-1,2
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,100,130,1,20,-1
77,6,100,100,2,-1,-1
77,6,100,100,2,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,100,0,3,-1,-1
77,6,20,30,1,10,1
77,6,70,50,1,80,1
77,6,70,50,1,80,1
77,6,70,50,1,80,1
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,190,190,2,-1,-1
77,6,190,190,2,-1,-1
77,6,190,190,2,-1,-1
77,6,300,300,3,-1,-1
77,6,300,300,3,-1,-1
77,6,300,300,3,-1,-1
77,6,300,300,3,-1,-1
77,6,300,300,3,-1,-1
77,6,300,300,3,-1,-1
77,6,300,300,3,-1,-1
77,6,300,300,3,-1,-1
77,6,300,300,3,-1,-1
77,6,80,80,3,-1,-1
77,6,80,80,3,-1,-1
77,6,160,160,3,-1,-1
77,6,160,160,3,-1,-1
77,6,160,160,3,-1,-1
77,6,160,160,3,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,-1,-1,-1,-1,-1
77,6,250,370,3,-1,-1
77,6,250,370,3,-1,-1
77,6,250,370,3,-1,-1
77,6,30,30,3,-1,-1
77,6,30,30,3,-1,-1
77,6,80,80,3,-1,-1
77,6,30,10,3,-1,1
77,6,370,490,3,-1,2
77,6,370,490,3,-1,2
77,6,370,490,3,-1,2
77,6,100,130,3,-1,-1
77,6,100,130,3,-1,-1
79,6,200,370,2,-1,2
79,6,200,370,2,-1,2
79,6,200,370,2,-1,2
79,6,140,140,3,-1,-1
79,6,140,140,3,-1,-1
79,6,140,140,3,-1,-1
79,6,140,140,3,-1,-1
79,6,160,170,3,-1,-1
79,6,160,170,3,-1,-1
79,6,100,100,2,-1,2
79,6,20,20,3,-1,-1
79,6,20,20,3,-1,-1
79,6,-1,-1,-1,-1,-1
79,6,-1,-1,-1,-1,-1
81,6,-1,-1,-1,-1,2
81,6,-1,-1,-1,-1,2
81,6,-1,-1,-1,-1,2
81,6,-1,-1,-1,-1,2
81,6,-1,-1,-1,-1,-1
81,6,-1,-1,-1,-1,2
81,6,-1,-1,-1,-1,-1
81,6,-1,-1,-1,-1,-1
81,6,-1,-1,-1,-1,-1
81,6,-1,-1,-1,-1,-1
81,6,80,90,3,-1,-1
81,6,80,90,3,-1,-1
81,6,80,90,3,-1,-1
81,6,60,60,3,-1,-1
81,6,-1,-1,-1,-1,-1
81,6,140,140,3,-1,-1
81,6,140,140,3,-1,-1
83,6,50,50,3,-1,2
83,6,190,190,2,-1,-1
83,6,190,190,2,-1,-1
83,6,-1,-1,-1,-1,-1
83,6,60,60,3,-1,2
83,6,-1,-1,-1,-1,-1
83,6,-1,-1,-1,-1,-1
83,6,-1,-1,-1,-1,-1
83,6,30,190,3,-1,-1
83,6,100,220,2,-1,2
83,6,100,220,2,-1,2
83,6,90,100,2,-1,2
83,6,90,100,2,-1,2
83,6,250,0,1,50,2
83,6,250,0,1,50,2
83,6,250,0,1,50,2
83,6,250,0,1,50,2
83,6,250,0,1,50,2
83,6,350,300,1,50,1
83,6,350,300,1,50,1
83,6,350,300,1,50,1
83,6,350,300,1,50,1
83,6,350,300,1,50,1
83,6,350,300,1,50,1
87,6,-1,-1,-1,-1,-1
87,6,70,70,3,-1,2
87,6,70,70,3,-1,2
87,6,70,70,3,-1,2
87,6,150,150,3,-1,-1
87,6,150,150,3,-1,-1
87,6,150,150,3,-1,-1
87,6,150,150,3,-1,-1
87,6,150,150,3,-1,-1
87,6,-1,-1,-1,-1,-1
87,6,40,40,3,-1,2
87,6,-1,-1,-1,-1,-1
89,6,10,30,1,20,1
89,6,-1,0,-1,-1,-1
89,6,90,90,3,-1,-1
89,6,4,40,1,50,-1
89,6,270,270,2,-1,-1
89,6,90,0,3,-1,-1
89,6,90,0,3,-1,-1
89,6,90,0,1,30,1
89,6,90,0,1,30,1
89,6,20,300,2,-1,-1
89,6,20,300,2,-1,-1
95,6,200,460,3,-1,2
95,6,200,460,3,-1,2
95,6,40,110,2,-1,2
95,6,40,110,2,-1,2
95,6,40,110,2,-1,2
95,6,40,110,2,-1,2
95,6,40,110,2,-1,2
95,6,40,110,2,-1,2
95,6,-1,-1,-1,-1,-1
95,6,-1,-1,-1,-1,-1
95,6,-1,-1,-1,-1,-1
95,6,-1,-1,-1,-1,-1
95,6,-1,-1,-1,-1,-1
95,6,130,130,2,-1,-1
95,6,130,130,2,-1,-1
95,6,130,130,2,-1,-1
95,6,130,130,2,-1,-1
95,6,130,130,2,-1,-1
95,6,-1,-1,-1,-1,-1
95,6,-1,-1,-1,-1,-1
95,6,-1,-1,-1,-1,-1
95,6,-1,-1,-1,-1,-1
95,6,-1,-1,-1,-1,-1
95,6,-1,-1,-1,-1,-1
95,6,-1,-1,-1,-1,-1
95,6,-1,-1,-1,-1,-1
95,6,120,120,3,-1,-1
95,6,120,120,3,-1,-1
95,6,120,120,3,-1,-1
97,6,280,280,3,-1,-1
97,6,280,280,3,-1,-1
97,6,280,280,3,-1,-1
97,6,280,280,3,-1,-1
97,6,-1,-1,-1,-1,-1
97,6,130,130,2,-1,-1
97,6,130,130,2,-1,-1
97,6,0,180,1,200,1
97,6,0,180,1,200,1
97,6,0,180,1,200,1
97,6,0,180,1,200,1
97,6,90,80,2,-1,-1
97,6,90,80,2,-1,-1
97,6,40,40,3,-1,-1
97,6,50,50,3,-1,-1
97,6,50,50,3,-1,-1
97,6,-1,-1,-1,-1,-1
97,6,-1,-1,-1,-1,-1
97,6,-1,-1,-1,-1,-1
97,6,-1,-1,-1,-1,-1
97,6,50,50,3,-1,2
97,6,50,50,3,-1,2
97,6,50,50,3,-1,2
97,6,-1,-1,-1,-1,-1
97,6,-1,-1,-1,-1,-1
97,6,-1,-1,-1,-1,-1
97,6,60,70,3,-1,2
97,6,60,70,3,-1,2
97,6,130,130,3,-1,2
97,6,80,80,3,-1,1
97,6,60,60,3,-1,-1
97,6,110,110,2,-1,-1
97,6,110,110,2,-1,-1
99,6,-1,-1,-1,-1,-1
99,6,-1,-1,-1,-1,-1
99,6,-1,-1,-1,-1,-1
99,6,-1,-1,-1,-1,-1
99,6,-1,-1,-1,-1,-1
99,6,-1,-1,-1,-1,-1
99,6,50,230,2,-1,-1
99,6,50,230,2,-1,-1
99,6,80,80,3,-1,-1
99,6,80,80,3,-1,-1
99,6,-1,-1,-1,-1,-1
99,6,100,120,3,-1,2
99,6,100,120,3,-1,2
99,6,100,120,3,-1,2
99,6,100,120,3,-1,2
99,6,20,10,1,4,-1
99,6,110,110,3,-1,-1
99,6,110,110,3,-1,-1
99,6,110,110,3,-1,-1
99,6,110,110,3,-1,-1
99,6,110,110,3,-1,-1
99,6,80,0,3,-1,-1
99,6,80,0,3,-1,-1
99,6,120,100,3,-1,-1
99,6,120,100,3,-1,-1
99,6,120,100,3,-1,-1
99,6,100,100,3,-1,-1
99,6,100,100,3,-1,-1
99,6,-1,-1,-1,-1,-1
99,6,140,290,1,60,2
107,6,100,90,1,50,2
107,6,100,90,1,50,2
107,6,180,200,2,-1,-1
107,6,180,200,2,-1,-1
107,6,180,200,2,-1,-1
107,6,180,200,2,-1,-1
107,6,80,80,2,-1,-1
107,6,80,80,2,-1,-1
107,6,60,50,2,-1,2
107,6,50,50,3,-1,2
111,6,70,130,3,-1,-1
111,6,70,130,3,-1,-1
111,6,30,60,1,30,2
111,6,250,150,2,-1,-1
111,6,250,150,2,-1,-1
111,6,250,150,2,-1,-1
111,6,250,150,2,-1,-1
111,6,250,150,2,-1,-1
111,6,100,100,3,-1,-1
111,6,100,100,3,-1,-1
111,6,-1,-1,-1,-1,-1
111,6,60,130,3,-1,2
111,6,140,100,3,-1,-1
111,6,300,320,3,-1,-1
111,6,300,320,3,-1,-1
111,6,80,130,2,-1,-1
111,6,80,130,2,-1,-1
111,6,-1,-1,-1,-1,-1
111,6,-1,100,-1,-1,-1
111,6,-1,100,-1,-1,-1
111,6,100,100,3,-1,-1
111,6,100,100,3,-1,-1
111,6,100,100,3,-1,-1
111,6,20,100,1,50,2
111,6,20,100,1,50,2
111,6,20,100,1,50,2
111,6,20,100,1,50,2
111,6,20,100,1,50,2
111,6,20,100,1,50,2
111,6,110,70,3,-1,-1
111,6,340,340,2,-1,2
111,6,340,340,2,-1,2
111,6,340,340,2,-1,2
111,6,340,340,2,-1,2
111,6,340,340,2,-1,2
111,6,340,340,2,-1,2
111,6,340,340,2,-1,2
111,6,100,500,3,-1,-1
111,6,100,500,3,-1,-1
111,6,100,500,3,-1,-1
111,6,-1,-1,-1,-1,-1
111,6,-1,-1,-1,-1,-1
111,6,-1,-1,-1,-1,-1
111,6,-1,-1,-1,-1,-1
111,6,120,160,2,-1,-1
111,6,120,160,2,-1,-1
113,6,-1,-1,-1,-1,-1
113,6,-1,-1,-1,-1,-1
113,6,-1,-1,-1,-1,-1
113,6,-1,-1,-1,-1,-1
113,6,-1,-1,-1,-1,-1
113,6,-1,-1,-1,-1,-1
113,6,-1,-1,-1,-1,-1
113,6,-1,-1,-1,-1,-1
113,6,-1,-1,-1,-1,-1
113,6,-1,-1,-1,-1,-1
113,6,-1,-1,-1,-1,-1
113,6,-1,-1,-1,-1,-1
113,6,-1,-1,-1,-1,-1
13,8,350,360,2,-1,-1
13,8,350,360,2,-1,-1
13,8,150,180,2,-1,2
13,8,150,180,2,-1,2
13,8,100,250,3,-1,-1
13,8,120,200,3,-1,-1
13,8,120,200,3,-1,-1
13,8,350,350,2,-1,-1
13,8,350,350,2,-1,-1
13,8,350,350,2,-1,-1
13,8,210,210,2,-1,-1
13,8,210,210,2,-1,-1
13,8,210,210,2,-1,-1
13,8,210,210,2,-1,-1
31,8,-1,-1,-1,-1,-1
31,8,120,120,2,-1,-1
31,8,160,180,2,-1,2
31,8,-1,-1,-1,-1,-1
31,8,20,0,1,150,1
31,8,-1,-1,-1,-1,-1
31,8,300,300,3,-1,-1
31,8,300,300,3,-1,-1
31,8,300,300,3,-1,-1
31,8,300,300,3,-1,-1
31,8,-1,-1,-1,-1,-1
31,8,90,90,2,-1,-1
31,8,-1,-1,-1,-1,-1
31,8,-1,-1,-1,-1,-1
31,8,-1,-1,-1,-1,-1
31,8,10,40,1,10,2
31,8,-1,-1,-1,-1,-1
31,8,110,100,2,-1,-1
31,8,180,190,3,-1,-1
31,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,100,440,3,-1,-1
59,8,100,440,3,-1,-1
59,8,100,440,3,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,140,140,3,-1,-1
59,8,140,140,3,-1,-1
59,8,140,140,3,-1,-1
59,8,-1,-1,-1,-1,-1
59,8,-1,-1,-1,-1,-1
69,8,200,130,3,-1,-1
69,8,200,130,3,-1,-1
69,8,200,130,3,-1,-1
69,8,200,130,3,-1,-1
69,8,-1,-1,-1,-1,-1
69,8,-1,-1,-1,-1,-1
69,8,50,50,2,-1,-1
69,8,30,60,3,-1,2
69,8,60,60,2,-1,-1
69,8,290,290,2,-1,2
69,8,290,290,2,-1,2
69,8,70,120,3,-1,-1
69,8,70,120,3,-1,-1
69,8,250,250,2,-1,2
69,8,250,250,2,-1,2
69,8,250,250,2,-1,2
69,8,250,250,2,-1,2
69,8,250,250,2,-1,2
123,8,360,350,3,-1,-1
123,8,360,350,3,-1,-1
123,8,360,350,3,-1,-1
123,8,360,350,3,-1,-1
123,8,130,120,3,-1,-1
123,8,130,120,3,-1,-1
123,8,80,50,1,50,2
123,8,80,50,1,50,2
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,0,-1,-1,-1
3,15,-1,0,-1,-1,-1
3,15,-1,0,-1,-1,-1
3,15,-1,0,-1,-1,-1
3,15,-1,0,-1,-1,-1
3,15,-1,0,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,50,120,3,-1,-1
3,15,50,120,3,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,0,-1,-1,-1
3,15,160,160,2,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,170,230,3,-1,-1
3,15,170,230,3,-1,-1
3,15,90,100,3,-1,-1
3,15,200,150,3,-1,-1
3,15,200,150,3,-1,-1
3,15,4,80,2,-1,-1
3,15,4,80,2,-1,-1
3,15,4,80,2,-1,-1
3,15,4,80,2,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,100,100,3,-1,-1
3,15,100,100,3,-1,-1
3,15,150,200,3,-1,-1
3,15,110,60,3,-1,-1
3,15,110,60,3,-1,-1
3,15,110,60,3,-1,-1
3,15,240,240,3,-1,-1
3,15,240,240,3,-1,-1
3,15,30,30,1,20,-1
3,15,30,20,3,-1,-1
3,15,200,200,3,-1,-1
3,15,200,200,3,-1,-1
3,15,200,200,3,-1,-1
3,15,200,200,3,-1,-1
3,15,200,200,3,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,0,-1,-1,-1
3,15,150,180,3,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,150,150,3,-1,-1
3,15,150,150,3,-1,-1
3,15,200,390,3,-1,1
3,15,200,390,3,-1,1
3,15,200,390,3,-1,1
3,15,290,290,1,200,2
3,15,290,290,1,200,2
3,15,290,290,1,200,2
3,15,290,290,1,200,2
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,30,40,3,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,120,120,3,-1,-1
3,15,90,90,2,-1,-1
3,15,150,150,2,-1,-1
3,15,150,150,2,-1,-1
3,15,150,150,2,-1,-1
3,15,190,190,2,-1,2
3,15,190,190,2,-1,2
3,15,140,140,3,-1,2
3,15,140,140,3,-1,2
3,15,300,300,2,-1,-1
3,15,300,300,2,-1,-1
3,15,300,300,2,-1,-1
3,15,100,100,2,-1,-1
3,15,-1,0,-1,-1,-1
3,15,-1,0,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,40,40,2,-1,-1
3,15,40,40,2,-1,-1
3,15,40,40,2,-1,-1
3,15,150,140,3,-1,2
3,15,150,140,3,-1,2
3,15,150,140,3,-1,2
3,15,150,140,3,-1,2
3,15,150,140,3,-1,2
3,15,-1,0,-1,-1,-1
3,15,40,50,3,-1,-1
3,15,50,60,3,-1,2
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,50,50,2,-1,-1
3,15,50,50,2,-1,-1
3,15,500,500,1,150,2
3,15,500,500,1,150,2
3,15,500,500,1,150,2
3,15,500,500,1,150,2
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,100,0,3,-1,-1
3,15,100,0,3,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,150,180,3,-1,-1
3,15,150,180,3,-1,-1
3,15,-1,0,-1,-1,2
3,15,-1,0,-1,-1,2
3,15,-1,0,-1,-1,2
3,15,-1,0,-1,-1,2
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,130,0,2,-1,2
3,15,130,0,2,-1,2
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,30,120,3,-1,-1
3,15,30,120,3,-1,-1
3,15,30,120,3,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,300,290,3,-1,-1
3,15,300,290,3,-1,-1
3,15,300,290,3,-1,-1
3,15,300,290,3,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,0,-1,-1,-2
3,15,-1,-1,-1,-1,-1
3,15,230,280,3,-1,-1
3,15,230,280,3,-1,-1
3,15,230,280,3,-1,-1
3,15,230,280,3,-1,-1
3,15,-1,70,-1,-1,2
3,15,-1,70,-1,-1,2
3,15,-1,70,-1,-1,2
3,15,-1,70,-1,-1,2
3,15,-1,70,-1,-1,2
3,15,-1,70,-1,-1,2
3,15,-1,-1,-1,-1,-1
3,15,30,30,3,-1,2
3,15,30,30,3,-1,2
3,15,170,170,2,-1,-1
3,15,-1,80,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,130,0,3,-1,2
3,15,130,0,3,-1,2
3,15,130,0,3,-1,2
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,50,40,3,-1,2
3,15,-1,0,-1,-1,-1
3,15,-1,0,-1,-1,-1
3,15,140,140,2,-1,-1
3,15,100,100,2,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,150,240,3,-1,1
3,15,150,240,3,-1,1
3,15,150,240,3,-1,1
3,15,150,240,3,-1,1
3,15,130,130,2,-1,-1
3,15,130,130,2,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,-1,-1,-1,-1,-1
3,15,300,200,2,-1,-1
3,15,300,200,2,-1,-1
3,15,140,150,2,-1,-1
3,15,140,150,2,-1,-1
97,17,-1,-1,-1,-1,-1
97,17,330,410,3,-1,-1
97,17,330,410,3,-1,-1
97,17,330,410,3,-1,-1
97,17,330,410,3,-1,-1
97,17,200,220,3,-1,-1
97,17,200,220,3,-1,-1
97,17,400,420,3,-1,-1
97,17,400,420,3,-1,-1
97,17,500,650,3,-1,-1
97,17,500,650,3,-1,-1
97,17,500,650,3,-1,-1
97,17,500,650,3,-1,-1
97,17,230,220,3,-1,-1
97,17,230,220,3,-1,-1
97,17,30,20,3,-1,-1
97,17,30,20,3,-1,-1
97,17,80,80,3,-1,-1
97,17,110,90,3,-1,-3
97,17,-1,-1,-1,-1,-1
97,17,60,210,3,-1,-1
97,17,60,210,3,-1,-1
97,17,80,80,2,-1,-1
97,17,150,260,2,-1,-1
97,17,150,260,2,-1,-1
97,17,-1,-1,-1,-1,-1
97,17,-1,-1,-1,-1,-1
111,17,-1,-1,-1,-1,-1
111,17,-1,-1,-1,-1,-1
111,17,130,150,2,-1,-1
111,17,130,150,2,-1,-1
111,17,130,150,2,-1,-1
111,17,130,150,2,-1,-1
111,17,390,590,3,-1,-1
111,17,390,590,3,-1,-1
111,17,-1,-1,-1,-1,-1
111,17,-1,-1,-1,-1,-1
111,17,-1,-1,-1,-1,-1
111,17,80,20,3,-1,1
111,17,80,20,3,-1,1
111,17,70,70,2,-1,-1
111,17,70,70,2,-1,-1
119,17,100,70,3,-1,2
119,17,-1,70,-1,-1,2
119,17,-1,-1,-1,-1,-1
119,17,60,110,2,-1,-1
119,17,250,200,3,-1,2
119,17,250,200,3,-1,2
119,17,190,190,2,-1,-1
119,17,150,150,2,-1,-1
119,17,150,150,2,-1,-1
119,17,150,150,2,-1,-1
119,17,200,150,3,-1,-1
119,17,200,150,3,-1,-1
119,17,200,150,3,-1,-1
119,17,40,60,3,-1,2
163,17,-1,-1,-1,-1,-1
163,17,-1,0,-1,-1,-3
163,17,-1,0,-1,-1,-3
163,17,4,60,1,40,-1
163,17,4,60,1,40,-1
163,17,-1,-1,-1,-1,-1
163,17,60,40,3,-1,2
163,17,-1,-1,-1,-1,-1
163,17,50,0,3,-1,-1
163,17,200,200,2,-1,-1
163,17,200,200,2,-1,-1
163,17,-1,50,-1,-1,2
163,17,-1,-1,-1,-1,-1
163,17,240,330,1,100,2
163,17,240,330,1,100,2
163,17,240,330,1,100,2
163,17,240,330,1,100,2
163,17,240,330,1,100,2
163,17,-1,-1,-1,-1,-1
179,17,100,100,2,-1,-1
179,17,150,150,3,-1,-1
179,17,150,150,3,-1,-1
179,17,150,150,3,-1,-1
179,17,-1,-1,-1,-1,-1
179,17,80,80,2,-1,-1
179,17,60,50,3,-1,-1
179,17,60,50,3,-1,-1
19,18,-1,-1,-1,-1,-1
19,18,-1,-1,-1,-1,-1
19,18,-1,-1,-1,-1,-1
19,18,-1,-1,-1,-1,-1
19,18,130,120,2,-1,2
19,18,130,120,2,-1,2
19,18,-1,-1,-1,-1,-1
19,18,-1,-1,-1,-1,-1
63,18,130,80,2,-1,-1
63,18,130,80,2,-1,-1
63,18,100,150,2,-1,-1
63,18,100,150,2,-1,-1
63,18,100,150,2,-1,-1
63,18,100,150,2,-1,-1
63,18,150,310,3,-1,2
63,18,150,310,3,-1,2
63,18,150,310,3,-1,2
63,18,150,310,3,-1,2
63,18,-1,-1,-1,-1,-1
63,18,-1,-1,-1,-1,-1
63,18,-1,-1,-1,-1,-1
63,18,-1,-1,-1,-1,-1
63,18,100,200,2,-1,-1
63,18,100,200,2,-1,-1
63,18,100,200,2,-1,-1
63,18,150,140,2,-1,-1
63,18,-1,-1,-1,-1,-1
63,18,-1,-1,-1,-1,-1
81,18,130,130,2,-1,-1
81,18,130,130,2,-1,-1
81,18,-1,-1,-1,-1,-1
81,18,-1,-1,-1,-1,-1
89,18,100,220,3,-1,-1
89,18,100,220,3,-1,-1
89,18,-1,-1,-1,-1,-1
89,18,-1,-1,-1,-1,-1
89,18,-1,110,-1,-1,-1
89,18,-1,110,-1,-1,-1
89,18,-1,110,-1,-1,-1
89,18,-1,110,-1,-1,-1
89,18,-1,110,-1,-1,-1
89,18,100,100,3,-1,-1
89,18,-1,-1,-1,-1,-1
