"FIPS_COUNTY","FIPS_STATE","USUAL_FOOD_SPEND","TOTAL_FOOD_SPEND_LAST_WEEK","FOOD_NEED_MORE","FOOD_SPEND_INCREASE_WEEK","RECEIVED_SNAP","NOT_AFFORD_BALANCED_MEALS"
"000","47",-1,-1,-1,-1,-1,-1
"000","47",-1,-1,-1,-1,-1,-1
"000","47",70,70,1,30,1,1
"000","47",100,50,1,50,-1,-1
"000","47",100,50,1,50,-1,-1
"000","47",-1,-1,-1,-1,-1,-1
"000","47",-1,-1,-1,-1,-1,-1
"000","47",-1,-1,-1,-1,-1,-1
"000","47",-1,-1,-1,-1,-1,-1
"000","47",-1,-1,-1,-1,-1,-1
"000","47",-1,-1,-1,-1,-1,-1
"000","47",-1,-1,-1,-1,-1,-1
"000","47",100,100,3,-1,-1,-1
"000","47",100,100,3,-1,-1,-1
"000","47",100,100,3,-1,-1,-1
"000","47",100,100,3,-1,-1,-1
"000","47",100,100,3,-1,-1,-1
"000","47",110,110,1,40,2,3
"000","47",110,110,1,40,2,3
"000","47",110,110,1,40,2,3
"000","47",-1,110,-1,-1,2,3
"000","47",50,90,1,20,1,3
"000","47",-1,-1,-1,-1,-1,-1
"000","47",-1,-1,-1,-1,-1,-1
"000","47",-1,-1,-1,-1,-1,-1
"000","47",-1,-1,-1,-1,-1,-1
"000","47",80,80,2,-1,-1,-1
"000","47",80,80,2,-1,-1,-1
"000","47",80,80,2,-1,-1,-1
"000","47",80,80,2,-1,-1,-1
"189","47",100,80,2,-1,-1,-1
"189","47",100,80,2,-1,-1,-1
"189","47",100,80,2,-1,-1,-1
"189","47",130,150,3,-1,2,2
"189","47",130,150,3,-1,2,2
"189","47",130,150,3,-1,2,2
"189","47",130,150,3,-1,2,2
"189","47",130,150,3,-1,2,2
"189","47",-1,-1,-1,-1,-1,-1
"189","47",150,320,2,-1,-1,-1
"189","47",150,320,2,-1,-1,-1
"000","48",350,350,3,-1,-1,-1
"000","48",-1,0,-1,-1,1,1
"000","48",-1,-1,-1,-1,-1,-1
"000","48",40,80,2,-1,1,3
"000","48",100,100,2,-1,2,3
"000","48",100,100,2,-1,2,3
"000","48",100,100,2,-1,2,3
"000","48",150,80,1,50,2,2
"000","48",150,80,1,50,2,2
"000","48",230,210,2,-1,-1,3
"000","48",230,210,2,-1,-1,3
"000","48",-1,-1,-1,-1,-1,-1
"000","48",300,430,2,-1,-1,-1
"000","48",300,430,2,-1,-1,-1
"000","48",300,430,2,-1,-1,-1
"000","48",300,430,2,-1,-1,-1
"000","48",330,330,3,-1,-1,-1
"000","48",330,330,3,-1,-1,-1
"000","48",330,330,3,-1,-1,-1
"000","48",330,330,3,-1,-1,-1
"000","48",330,330,3,-1,-1,-1
"000","48",-1,-1,-1,-1,-1,-1
"000","48",-1,-1,-1,-1,-1,-1
"000","48",-1,-1,-1,-1,-1,-1
"000","48",-1,0,-1,-1,-1,-1
"000","48",-1,0,-1,-1,-1,-1
"000","48",-1,0,-1,-1,-1,-1
"000","48",-1,0,-1,-1,-1,-1
"000","48",-1,-1,-1,-1,-1,-1
"000","48",340,340,1,60,1,2
"000","48",340,340,1,60,1,2
"000","48",340,340,1,60,1,2
"000","48",340,340,1,60,1,2
"000","48",340,340,1,60,1,2
"000","48",340,340,1,60,1,2
"000","48",340,340,1,60,1,2
"000","48",-1,-1,-1,-1,-1,-1
"000","48",-1,-1,-1,-1,-1,-1
"000","48",140,140,3,-1,-1,-1
"000","48",140,140,3,-1,-1,-1
"000","48",140,140,3,-1,-1,-1
"000","48",0,150,3,-1,-1,-1
"000","48",0,150,3,-1,-1,-1
"000","48",0,150,3,-1,-1,-1
"000","48",-1,-1,-1,-1,-1,-1
"000","48",-1,-1,-1,-1,-1,-1
"000","48",-1,-1,-1,-1,-1,-1
"000","48",-1,-1,-1,-1,-1,-1
"000","48",150,120,3,-1,2,2
"000","48",150,120,3,-1,2,2
"000","48",150,120,3,-1,2,2
"000","48",-1,-1,-1,-1,-1,-1
"000","48",250,370,3,-1,-1,-1
"000","48",250,370,3,-1,-1,-1
"000","48",250,370,3,-1,-1,-1
"000","48",250,370,3,-1,-1,-1
"000","48",-1,-1,-1,-1,-1,-1
"000","48",330,330,2,-1,-1,3
"000","48",330,330,2,-1,-1,3
"000","48",330,330,2,-1,-1,3
"000","48",-1,-1,-1,-1,-1,-1
"000","48",280,280,2,-1,2,3
"000","48",280,280,2,-1,2,3
"000","48",210,210,1,100,2,2
"000","48",210,210,1,100,2,2
"000","48",210,210,1,100,2,2
"000","48",210,210,1,100,2,2
"000","48",210,210,1,100,2,2
"000","48",60,100,3,-1,-1,-1
"000","48",280,360,1,50,-1,-1
"000","48",250,250,2,-1,2,3
"000","48",250,250,2,-1,2,3
"000","48",250,250,2,-1,2,3
"000","48",250,250,2,-1,2,3
"000","48",-1,-1,-1,-1,-1,-1
"000","49",120,100,2,-1,-1,-1
"000","49",120,100,2,-1,-1,-1
"000","49",100,100,2,-1,2,3
"000","49",100,100,2,-1,2,3
"000","49",100,100,2,-1,2,3
"000","49",50,50,3,-1,2,3
"000","50",110,110,2,-1,-1,-1
"000","50",110,110,2,-1,-1,-1
"000","50",100,0,3,-1,-1,-1
"000","50",100,0,3,-1,-1,-1
"000","50",140,110,3,-1,-1,-1
"000","50",140,110,3,-1,-1,-1
"000","50",80,70,3,-1,-1,-1
"000","50",80,70,3,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",100,0,3,-1,-1,-1
"000","50",100,0,3,-1,-1,-1
"000","50",50,0,1,50,1,2
"000","50",50,0,1,50,1,2
"000","50",50,0,1,50,1,2
"000","50",50,0,1,50,1,2
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,80,-1,-1,2,3
"000","50",-1,80,-1,-1,2,3
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",140,140,3,-1,-1,-1
"000","50",140,140,3,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,0,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",110,130,2,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",60,60,3,-1,2,2
"000","50",110,110,3,-1,-1,-1
"000","50",110,110,3,-1,-1,-1
"000","50",170,150,3,-1,-1,-1
"000","50",50,50,3,-1,-1,-1
"000","50",30,50,3,-1,2,3
"000","50",210,210,3,-1,-1,-1
"000","50",210,210,3,-1,-1,-1
"000","50",130,130,3,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",30,30,3,-1,-1,-1
"000","50",30,30,3,-1,-1,-1
"000","50",50,100,3,-1,2,3
"000","50",50,100,3,-1,2,3
"000","50",40,40,3,-1,-1,-1
"000","50",220,220,3,-1,-1,-1
"000","50",220,220,3,-1,-1,-1
"000","50",60,60,1,40,1,2
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,0,-1,-1,-1,-1
"000","50",-1,0,-1,-1,-1,-1
"000","50",-1,0,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",200,130,2,-1,2,3
"000","50",200,130,2,-1,2,3
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","50",-1,-1,-1,-1,-1,-1
"000","51",250,250,2,-1,-1,-1
"000","51",250,250,2,-1,-1,-1
"000","51",250,250,2,-1,-1,-1
"000","51",250,250,2,-1,-1,-1
"000","51",250,250,2,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"013","51",150,150,2,-1,-1,-1
"013","51",150,150,2,-1,-1,-1
"013","51",180,230,3,-1,-1,-1
"013","51",180,230,3,-1,-1,-1
"013","51",180,230,3,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",150,150,2,-1,2,3
"000","51",150,150,2,-1,2,3
"000","51",100,150,2,-1,-1,-1
"000","51",100,150,2,-1,-1,-1
"000","51",100,150,2,-1,-1,-1
"000","51",100,150,2,-1,-1,-1
"000","51",120,120,3,-1,2,2
"000","51",120,120,3,-1,2,2
"000","51",-1,-1,-1,-1,-1,-1
"041","51",200,290,3,-1,-1,-1
"041","51",200,290,3,-1,-1,-1
"041","51",200,290,3,-1,-1,-1
"041","51",200,290,3,-1,-1,-1
"041","51",90,130,3,-1,-1,-1
"041","51",90,130,3,-1,-1,-1
"041","51",350,390,3,-1,-1,-1
"041","51",350,390,3,-1,-1,-1
"041","51",350,390,3,-1,-1,-1
"041","51",330,330,3,-1,-1,-1
"041","51",330,330,3,-1,-1,-1
"041","51",330,330,3,-1,-1,-1
"041","51",330,330,3,-1,-1,-1
"041","51",350,350,3,-1,-1,-1
"041","51",350,350,3,-1,-1,-1
"041","51",350,350,3,-1,-1,-1
"041","51",350,350,3,-1,-1,-1
"041","51",350,350,3,-1,-1,-1
"041","51",100,0,1,200,1,1
"041","51",100,0,1,200,1,1
"041","51",100,0,1,200,1,1
"041","51",250,250,3,-1,-1,-1
"041","51",250,250,3,-1,-1,-1
"041","51",250,250,3,-1,-1,-1
"041","51",250,250,3,-1,-1,-1
"041","51",-1,-1,-1,-1,-1,-1
"041","51",-1,-1,-1,-1,-1,-1
"041","51",500,650,3,-1,-1,-1
"041","51",500,650,3,-1,-1,-1
"041","51",500,650,3,-1,-1,-1
"000","51",-1,0,-1,-1,-1,-1
"000","51",-1,0,-1,-1,-1,-1
"000","51",200,200,3,-1,1,3
"000","51",200,200,3,-1,1,3
"000","51",230,230,2,-1,2,3
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",190,190,3,-1,-1,-1
"000","51",-1,80,-1,-1,-1,-1
"000","51",-1,80,-1,-1,-1,-1
"000","51",-1,80,-1,-1,-1,-1
"000","51",110,100,3,-1,-1,-1
"000","51",110,100,3,-1,-1,-1
"000","51",160,180,2,-1,-1,-1
"000","51",160,180,2,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",100,200,3,-1,-1,-1
"000","51",110,110,2,-1,-1,-1
"000","51",280,300,3,-1,-1,-1
"000","51",280,300,3,-1,-1,-1
"000","51",280,300,3,-1,-1,-1
"000","51",280,300,3,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",230,230,2,-1,-1,-1
"000","51",230,230,2,-1,-1,-1
"000","51",230,230,2,-1,-1,-1
"000","51",230,230,2,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",160,290,2,-1,-1,-1
"000","51",160,290,2,-1,-1,-1
"000","51",160,290,2,-1,-1,-1
"000","51",160,290,2,-1,-1,-1
"000","51",100,220,3,-1,-1,-1
"000","51",100,220,3,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",40,170,2,-1,-1,-1
"000","51",300,530,2,-1,-1,-1
"000","51",300,530,2,-1,-1,-1
"000","51",300,530,2,-1,-1,-1
"000","51",300,530,2,-1,-1,-1
"000","51",300,530,2,-1,-1,-1
"000","51",280,210,2,-1,-1,-1
"000","51",280,210,2,-1,-1,-1
"000","51",280,210,2,-1,-1,-1
"000","51",280,210,2,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",80,210,3,-1,-1,-1
"000","51",80,210,3,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",50,60,2,-1,-1,-1
"000","51",50,60,2,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"107","51",100,150,3,-1,-1,-1
"107","51",200,200,2,-1,-1,-1
"107","51",20,20,3,-1,-1,-1
"107","51",20,20,3,-1,-1,-1
"107","51",-1,-1,-1,-1,-1,-1
"107","51",100,100,2,-1,-1,-1
"107","51",100,100,2,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",150,110,1,50,1,3
"000","51",150,110,1,50,1,3
"000","51",150,110,1,50,1,3
"000","51",150,110,1,50,1,3
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"153","51",220,220,3,-1,-1,-1
"153","51",220,220,3,-1,-1,-1
"153","51",-1,-1,-1,-1,-1,-1
"153","51",160,210,2,-1,2,3
"153","51",160,210,2,-1,2,3
"153","51",-1,-1,-1,-1,-1,-1
"153","51",-1,-1,-1,-1,-1,-1
"153","51",-1,-1,-1,-1,-1,-1
"153","51",-1,-1,-1,-1,-1,-1
"153","51",-1,-1,-1,-1,-1,-1
"153","51",-1,-1,-1,-1,-1,-1
"153","51",-1,-1,-1,-1,-1,-1
"153","51",-1,-1,-1,-1,-1,-1
"153","51",230,230,2,-1,-1,-1
"153","51",230,230,2,-1,-1,-1
"153","51",120,110,3,-1,-1,-1
"153","51",120,110,3,-1,-1,-1
"153","51",240,240,3,-1,-1,-1
"153","51",240,240,3,-1,-1,-1
"153","51",300,280,3,-1,-1,-1
"153","51",300,280,3,-1,-1,-1
"153","51",160,160,3,-1,-1,-1
"153","51",160,160,3,-1,-1,-1
"153","51",50,60,3,-1,-1,-1
"153","51",210,140,3,-1,-1,-1
"153","51",210,140,3,-1,-1,-1
"153","51",210,140,3,-1,-1,-1
"153","51",210,140,3,-1,-1,-1
"153","51",500,570,3,-1,-1,-1
"153","51",500,570,3,-1,-1,-1
"153","51",500,570,3,-1,-1,-1
"153","51",310,310,2,-1,-1,-1
"153","51",310,310,2,-1,-1,-1
"153","51",310,310,2,-1,-1,-1
"153","51",80,120,3,-1,-1,-1
"153","51",80,120,3,-1,-1,-1
"153","51",80,180,1,150,-1,-1
"000","51",100,50,3,-1,2,3
"177","51",-1,-1,-1,-1,-1,-1
"177","51",-1,-1,-1,-1,-1,-1
"179","51",-1,-1,-1,-1,-1,-1
"179","51",-1,-1,-1,-1,-1,-1
"179","51",20,90,3,-1,-1,-1
"179","51",20,90,3,-1,-1,-1
"000","51",160,220,2,-1,2,3
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",200,200,3,-1,-1,-1
"000","51",200,200,3,-1,-1,-1
"000","51",200,200,3,-1,-1,-1
"000","51",350,460,2,-1,-1,-1
"000","51",350,460,2,-1,-1,-1
"000","51",250,250,2,-1,-1,-1
"000","51",250,250,2,-1,-1,-1
"000","51",250,250,2,-1,-1,-1
"000","51",250,250,2,-1,-1,-1
"000","51",250,250,2,-1,-1,-1
"000","51",500,600,2,-1,-1,-1
"000","51",500,600,2,-1,-1,-1
"000","51",140,130,2,-1,-1,-1
"000","51",130,130,2,-1,-1,-1
"000","51",200,310,2,-1,-1,-1
"000","51",200,310,2,-1,-1,-1
"000","51",200,310,2,-1,-1,-1
"000","51",130,310,2,-1,-1,-1
"000","51",130,310,2,-1,-1,-1
"550","51",20,20,3,-1,-1,-1
"550","51",-1,-1,-1,-1,-1,-1
"550","51",-1,-1,-1,-1,-1,-1
"550","51",70,160,3,-1,-1,-1
"550","51",70,160,3,-1,-1,-1
"000","51",70,70,3,-1,-1,-1
"000","51",70,70,3,-1,-1,-1
"000","51",180,280,3,-1,-1,-1
"000","51",180,280,3,-1,-1,-1
"000","51",180,280,3,-1,-1,-1
"700","51",130,90,3,-1,-1,-1
"700","51",130,90,3,-1,-1,-1
"700","51",200,210,2,-1,2,3
"700","51",200,210,2,-1,2,3
"700","51",200,210,2,-1,2,3
"710","51",-1,-1,-1,-1,-1,-1
"000","51",150,70,1,100,2,2
"000","51",150,70,1,100,2,2
"000","51",150,70,1,100,2,2
"000","51",150,70,1,100,2,2
"000","51",20,30,3,-1,2,3
"000","51",20,30,3,-1,2,3
"000","51",20,30,3,-1,2,3
"000","51",20,30,3,-1,2,3
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"000","51",140,140,3,-1,-1,-1
"000","51",140,140,3,-1,-1,-1
"760","51",130,140,1,50,2,3
"760","51",-1,-1,-1,-1,-1,-1
"760","51",130,80,3,-1,2,3
"760","51",130,80,3,-1,2,3
"760","51",130,80,3,-1,2,3
"760","51",130,80,3,-1,2,3
"000","51",-1,-1,-1,-1,-1,-1
"000","51",-1,-1,-1,-1,-1,-1
"810","51",20,170,3,-1,2,3
"810","51",20,170,3,-1,2,3
"810","51",20,170,3,-1,2,3
"810","51",20,170,3,-1,2,3
"810","51",120,120,3,-1,-1,-1
"810","51",120,120,3,-1,-1,-1
"810","51",120,120,3,-1,-1,-1
"810","51",120,120,3,-1,-1,-1
"810","51",130,130,3,-1,-1,-1
"810","51",130,130,3,-1,-1,-1
"810","51",100,100,3,-1,-1,-1
"000","54",270,270,2,-1,-1,-1
"000","54",270,270,2,-1,-1,-1
"000","54",270,270,2,-1,-1,-1
"000","54",200,250,1,100,1,2
"000","54",200,250,1,100,1,2
"000","54",-1,-1,-1,-1,-1,-1
"000","54",-1,-1,-1,-1,-1,-1
"000","54",450,210,2,-1,-1,-1
"000","54",450,210,2,-1,-1,-1
"000","54",100,0,2,-1,2,3
"000","54",130,110,3,-1,-1,-1
"000","54",80,0,1,100,2,1
"000","54",80,0,1,100,2,1
"000","54",80,0,1,100,2,1
"000","54",-1,-1,-1,-1,-1,-1
"000","54",40,40,1,10,2,3
"000","54",-1,-1,-1,-1,-1,-1
"000","54",-1,-1,-1,-1,-1,-1
"000","54",-1,-1,-1,-1,-1,-1
"000","54",-1,-1,-1,-1,-1,-1
"000","54",-1,-1,-1,-1,-1,-1
"000","54",50,50,2,-1,-1,-1
"000","54",-1,-1,-1,-1,-1,-1
"000","54",-1,-1,-1,-1,-1,-1
"000","54",-1,-1,-1,-1,-1,-1
"000","54",280,280,2,-1,2,3
"000","54",280,280,2,-1,2,3
"000","54",-1,-1,-1,-1,-1,-1
"000","54",-1,-1,-1,-1,-1,-1
"000","54",-1,-1,-1,-1,-1,-1
"000","54",-1,-1,-1,-1,-1,-1
"000","54",100,230,3,-1,-1,-1
"000","54",100,230,3,-1,-1,-1
"000","54",100,230,3,-1,-1,-1
"000","54",100,230,3,-1,-1,-1
"000","54",100,230,3,-1,-1,-1
"000","54",150,250,2,-1,1,2
"000","54",150,250,2,-1,1,2
"000","54",-1,-1,-1,-1,-1,-1
"000","54",-1,-1,-1,-1,-1,-1
"000","56",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"003","01",80,80,3,-1,-1,3
"003","01",50,40,3,-1,-1,3
"003","01",-1,120,-1,-1,1,2
"003","01",-1,120,-1,-1,1,2
"003","01",-1,120,-1,-1,1,2
"003","01",-1,160,-1,-1,1,2
"003","01",-1,90,-1,-1,2,2
"003","01",-1,90,-1,-1,2,2
"003","01",-1,140,-1,-1,-1,-1
"003","01",-1,140,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,0,-1,-1,2,-9
"000","01",-1,0,-1,-1,2,-9
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",60,60,1,30,1,1
"000","01",60,60,1,30,1,1
"000","01",90,90,3,-1,1,1
"000","01",90,90,3,-1,1,1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",300,230,2,-1,-1,-1
"000","01",300,230,2,-1,-1,-1
"000","01",300,230,2,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",80,80,3,-1,-1,-1
"000","01",80,80,3,-1,-1,-1
"000","01",150,140,3,-1,-1,-1
"000","01",150,140,3,-1,-1,-1
"000","01",150,140,3,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",100,100,3,-1,-1,-1
"000","01",100,100,3,-1,-1,-1
"000","01",200,180,3,-1,-1,-1
"000","01",200,180,3,-1,-1,-1
"000","01",200,180,3,-1,-1,-1
"000","01",50,40,3,-1,2,3
"000","01",80,0,3,-1,2,3
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",20,130,1,60,1,3
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"081","01",60,70,3,-1,2,3
"081","01",60,70,3,-1,2,3
"081","01",60,50,3,-1,2,3
"081","01",60,50,3,-1,2,3
"081","01",60,50,3,-1,2,3
"000","01",40,170,3,-1,-1,-1
"000","01",40,170,3,-1,-1,-1
"000","01",40,170,3,-1,-1,-1
"000","01",40,170,3,-1,-1,-1
"000","01",30,60,3,-1,2,3
"000","01",20,40,3,-1,-1,-1
"000","01",30,30,3,-1,2,3
"000","01",30,30,3,-1,2,3
"000","01",60,60,3,-1,2,3
"000","01",60,60,3,-1,2,3
"000","01",-1,-1,-1,-1,-1,-1
"000","01",300,330,2,-1,-1,-1
"000","01",300,330,2,-1,-1,-1
"000","01",300,330,2,-1,-1,-1
"000","01",-1,0,-1,-1,2,3
"000","01",-1,0,-1,-1,2,3
"000","01",-1,0,-1,-1,2,3
"000","01",-1,0,-1,-1,2,3
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",-1,-1,-1,-1,-1,-1
"000","01",40,0,2,-1,-1,-1
"000","01",40,0,2,-1,-1,-1
"000","01",80,110,3,-1,-1,-1
"000","01",80,110,3,-1,-1,-1
"000","01",60,70,3,-1,2,3
"097","01",-1,-1,-1,-1,-1,-1
"097","01",-1,-1,-1,-1,-1,-1
"097","01",-1,-1,-1,-1,-1,-1
"097","01",-1,-1,-1,-1,-1,-1
"097","01",-1,-1,-1,-1,-1,-1
"097","01",-1,-1,-1,-1,-1,-1
"097","01",-1,-1,-1,-1,-1,-1
"097","01",-1,-1,-1,-1,-1,-1
"097","01",-1,-1,-1,-1,-1,-1
"097","01",-1,-1,-1,-1,-1,-1
